u,g,r,i,z,redshift,class,snr_r,extinction_r
24.35429,22.75837,20.83932,19.71209,18.90583,0.5673576,GALAXY,1.560283,0.07248694
25.0737,22.56954,21.3066,19.80018,19.25848,0.6749393,GALAXY,1.639603,0.07714389
22.29388,22.15871,20.73928,19.61397,19.27929,0.5943434,GALAXY,1.72293,0.07242432
24.07715,21.33108,19.58867,18.83401,18.2982,0.4629691,GALAXY,4.091618,0.07560743
22.20536,22.06317,20.65773,19.80825,19.00072,0.614189,GALAXY,1.603988,0.07724842
20.31835,19.76958,19.6018,19.55369,19.28044,2.185431,QSO,7.988258,0.07729039
20.23066,19.30968,19.05251,18.85229,18.61107,2.624681,QSO,13.96874,0.07725189
21.15946,22.41275,20.67796,19.52271,18.82652,0.6506349,GALAXY,1.332831,0.07832194
22.53766,21.50706,21.42629,21.24766,20.894,0.0002698505,STAR,2.359433,0.07346689
22.56618,22.04576,20.32568,19.29862,19.01277,0.5147723,GALAXY,2.823449,0.07559407
25.58126,22.71171,21.01255,19.72395,19.37247,0.5351445,GALAXY,2.172683,0.08375353
29.00832,19.95878,18.45525,17.5073,17.27521,0.5967735,GALAXY,2.602915,0.0941914
26.49128,22.90557,21.18145,19.979,19.49666,0.5919452,GALAXY,2.010567,0.08389572
22.6688,21.45709,21.76802,21.65719,21.58833,2.435547,QSO,1.847772,0.08648597
24.57079,21.81857,20.91698,20.89869,21.02319,2.194072,QSO,0.9226961,0.08999896
22.97268,23.07616,21.69377,20.24151,19.76094,0.6838636,GALAXY,1.672383,0.09807565
25.70023,22.68073,21.07048,20.00832,19.59443,0.5085101,GALAXY,2.618681,0.1100734
23.60728,22.33388,21.07929,20.0515,19.32313,0.5354503,GALAXY,2.229876,0.08660252
25.21224,22.42418,20.5269,19.56294,19.25929,0.5976232,GALAXY,1.453886,0.09199809
26.24209,21.90245,20.85441,19.95984,19.7308,0.6033434,GALAXY,1.534101,0.07154907
22.97964,22.03628,20.32541,19.43881,19.20192,0.4827371,GALAXY,2.672686,0.0744485
23.3571,21.1357,20.65343,20.57965,20.83433,3.053151,QSO,3.012848,0.07670709
23.98705,22.24428,20.5846,19.43467,19.03139,0.5418946,GALAXY,2.532276,0.07682676
22.45482,21.74872,20.50043,19.60981,19.32204,0.4820221,GALAXY,3.05731,0.07621671
22.48628,20.87446,20.6478,20.42172,19.93294,3.234209,QSO,6.893119,0.07507873
22.12912,20.97286,20.95798,20.78585,20.59603,2.621759,QSO,4.379873,0.07660052
22.80556,19.00012,17.60244,17.00276,16.67554,0.2424996,GALAXY,10.76784,0.07465482
24.04021,22.01816,20.52745,19.4677,19.13017,0.5972069,GALAXY,2.789154,0.07311774
21.96375,19.77449,18.24559,17.68963,17.39931,0.2549016,GALAXY,13.11686,0.08899737
26.07533,21.62792,19.79139,18.81257,18.1375,0.6084484,GALAXY,2.872196,0.07733127
22.59507,21.45639,20.27461,19.53287,19.14796,0.508666,GALAXY,2.894727,0.07866994
21.91759,20.20364,18.56913,17.96995,17.63383,0.3403333,GALAXY,8.634397,0.07700913
21.38826,20.60627,20.76639,20.71528,20.45763,2.339422,QSO,4.719595,0.07787364
21.95077,21.15789,20.09481,19.16571,18.85095,0.6113891,GALAXY,2.851417,0.07915343
25.27195,21.93355,20.18086,19.24637,19.00969,0.4895277,GALAXY,3.158541,0.09327823
23.12562,21.40477,20.08992,19.31437,18.89904,0.60728,GALAXY,3.405135,0.09161101
22.81461,21.71848,21.76774,21.55902,20.85421,2.391061,QSO,2.70711,0.09398536
23.26769,20.84248,19.07742,18.46465,18.01507,0.3574629,GALAXY,7.927111,0.09166368
24.10172,21.9246,20.20584,19.28348,18.74576,0.5112857,GALAXY,3.227358,0.08944841
23.46833,21.53536,19.91788,19.07828,18.57314,0.4678059,GALAXY,3.682763,0.08746935
20.36353,20.37366,20.14021,20.11798,20.4215,1.352967,QSO,1.047089,0.06496461
19.1079,18.92201,18.59314,18.47573,18.40461,1.4047,QSO,13.60305,0.2182381
21.03269,18.92961,17.70299,17.16309,16.80335,0.1532605,GALAXY,15.83488,0.1976456
20.1466,18.45012,17.51858,17.07642,16.7201,0.09049731,GALAXY,18.63056,0.1951045
20.31311,18.90192,17.86633,17.32264,16.94275,0.1522246,GALAXY,12.56097,0.190185
22.40704,21.37351,19.3701,18.71818,18.29984,0.3582156,GALAXY,5.451816,0.272696
19.37867,17.44197,16.49375,16.03287,15.65151,0.03635695,GALAXY,33.23812,0.2660433
18.7196,17.22156,16.41532,15.96881,15.62269,0.03801033,GALAXY,34.43626,0.2526546
20.24164,18.44197,17.42983,16.95923,16.64092,0.1224141,GALAXY,14.09479,0.2496962
18.79792,17.73394,17.19519,16.86494,16.63138,0.0374546,GALAXY,12.03687,0.2489483
19.8365,18.10935,17.1384,16.66297,16.30555,0.1232092,GALAXY,22.57358,0.2612502
19.51292,17.68813,16.51845,16.00402,15.5756,0.1540819,GALAXY,14.4775,0.2814986
19.53705,18.95792,18.82036,18.61323,18.55464,0.6928394,QSO,12.82412,0.2799351
20.23569,19.1736,18.73214,18.5623,18.54295,0.0006323375,STAR,3.985499,0.05952066
24.83961,24.70224,21.56546,20.72793,20.48413,1.252542,GALAXY,0.2688572,0.06145661
20.78781,18.81384,17.74727,17.3206,16.95881,0.1230656,GALAXY,20.09799,0.1595486
19.20243,17.90559,17.10783,16.62104,16.35365,0.1225,GALAXY,18.73561,0.164069
20.56481,18.49578,17.40826,16.94236,16.5602,0.1230344,GALAXY,21.89964,0.1478535
20.63406,18.86124,17.92916,17.46579,17.15211,0.120346,GALAXY,17.46906,0.1702898
21.32884,19.23176,17.94952,17.39701,16.99181,0.1459859,GALAXY,15.15365,0.309809
24.63557,21.09452,19.65397,18.20012,17.52006,9.570571e-05,STAR,6.580777,0.3146808
18.1697,17.51446,17.57963,17.29115,17.49613,0.05158934,GALAXY,22.62938,0.2746978
20.16097,17.89085,16.61411,16.08089,15.64743,0.1521185,GALAXY,23.97942,0.2754263
21.93511,19.08634,17.78432,17.26175,16.83018,0.1627002,GALAXY,14.63034,0.2923456
17.05742,16.15191,15.88507,15.78736,15.77109,6.560919e-05,STAR,46.53297,0.07681845
19.9782,18.00377,17.08624,16.64378,16.27695,0.07269169,GALAXY,25.6437,0.09222341
19.58867,17.62939,16.63403,16.16946,15.7958,0.07476789,GALAXY,31.30353,0.09451348
20.34743,18.85003,17.63093,17.14817,16.77027,0.1992243,GALAXY,11.06211,0.09418207
20.06656,17.83661,16.6961,16.20461,15.8516,0.145089,GALAXY,20.8378,0.08965494
20.10134,18.1234,17.22876,16.79412,16.49026,0.07303037,GALAXY,21.39281,0.0784372
20.17502,18.35776,17.55895,17.16285,16.86658,0.08363241,GALAXY,13.19564,0.07023674
18.7594,17.75951,17.41568,17.08769,16.96499,0.05720257,GALAXY,12.06044,0.06557648
19.58613,18.19082,17.47734,17.07992,16.82475,0.06752875,GALAXY,12.11478,0.09094778
19.80486,17.82941,16.92145,16.48842,16.16423,0.06850965,GALAXY,23.28069,0.09217899
17.10597,16.059,15.52218,15.17984,14.90216,0.05695676,GALAXY,23.37851,0.0777306
18.91242,17.73013,17.33307,17.06357,16.89532,0.0577544,GALAXY,8.454759,0.07112636
18.45273,17.31334,16.85041,16.62614,16.46553,0.02956843,GALAXY,6.704435,0.07279605
25.19061,22.12123,20.3605,18.59293,17.58618,2.171212e-05,STAR,0.8238291,0.04463166
22.14536,20.76115,18.98705,18.33635,17.85552,0.3730334,GALAXY,1.050247,0.0460613
23.17119,22.49856,21.63099,21.54983,21.9828,0.3767268,GALAXY,3.375898,0.08914175
22.44559,22.10918,21.53143,21.11487,20.31879,1.006564,QSO,3.596603,0.08174457
22.33588,22.80828,22.04249,21.9084,21.49971,1.110914,QSO,2.503143,0.07999418
24.34549,22.50836,22.81924,22.62459,22.15902,0.8294148,GALAXY,0.7801682,0.07858705
22.62707,22.68998,22.27278,22.24516,21.57484,1.179766,QSO,1.228731,0.0921889
22.93225,22.88649,22.34396,22.13281,22.25499,0.9968122,GALAXY,1.260161,0.08343751
24.30668,23.23955,22.44077,21.57738,21.20377,0.8346069,QSO,1.885403,0.07869175
24.87518,22.81893,22.47824,22.11922,22.4797,0.01426945,GALAXY,1.612092,0.08143224
22.8841,22.55486,22.21233,22.41092,21.53938,2.592084,QSO,1.670995,0.0805137
22.79222,22.37243,21.64227,21.4262,21.72081,0.4513311,GALAXY,4.991149,0.0803104
22.09886,21.80709,21.79813,21.65185,21.21786,1.882524,QSO,2.145779,0.08127494
23.5888,22.91019,22.78939,22.29703,22.8553,0.1417541,GALAXY,1.333028,0.07477223
23.21788,22.38924,22.67874,22.23179,23.39749,0.4600283,QSO,1.31074,0.07836626
25.0293,23.40072,22.11735,22.02683,21.548,0.5904751,GALAXY,1.652042,0.08372834
23.98796,23.22347,22.15945,22.0942,21.97917,0.0001496101,STAR,1.265373,0.0850146
24.62527,22.90375,23.05141,22.59342,22.09735,0.1661488,GALAXY,0.6979997,0.0868526
23.16907,23.29542,22.96467,23.58185,22.06259,0.4143839,GALAXY,0.498126,0.09095899
22.04152,21.73374,21.21887,21.02178,20.59732,1.311793,GALAXY,2.432538,0.07314425
22.46616,21.85532,21.06226,20.95654,20.75461,0.240146,GALAXY,2.624416,0.08029955
22.17018,22.44384,22.62747,22.49392,22.39328,0.3316095,GALAXY,2.414162,0.1056654
23.70377,22.75902,22.38328,21.79322,21.85125,3.29791,QSO,1.468246,0.1074853
24.45181,23.02578,22.33841,22.10045,21.9484,0.9966705,GALAXY,2.266966,0.1007769
23.20297,22.60782,22.89507,22.33979,21.39018,2.489822,QSO,1.773982,0.107778
23.47224,22.67249,22.55595,23.23844,21.77359,2.181425,QSO,2.237704,0.1098507
20.91504,18.61847,17.60684,17.07707,16.74346,0.1047984,GALAXY,21.07526,0.1230531
23.27184,20.4659,18.62629,18.02113,17.65522,0.3297703,GALAXY,7.966223,0.123441
17.89332,16.98989,16.64061,16.52634,16.39039,0.01296553,GALAXY,21.50916,0.1144417
21.86493,19.38062,18.25258,18.10438,17.60165,0.0002130996,STAR,19.7557,0.120892
20.33257,18.49534,17.59742,17.17259,16.77944,0.08247764,GALAXY,13.86526,0.1119359
19.33311,18.25678,17.73494,17.34427,17.18642,0.1090638,GALAXY,17.09635,0.1084114
20.58923,18.91299,18.05094,17.51344,17.18766,0.103081,GALAXY,11.969,0.1078485
18.0519,16.69153,16.04994,15.69211,15.4479,0.08201276,GALAXY,21.62266,0.113487
20.92129,19.0185,17.83256,17.29881,16.97835,0.1487698,GALAXY,15.07043,0.1092489
20.08882,18.0502,16.86325,16.38571,15.99031,0.1483691,GALAXY,22.15834,0.1116989
20.24129,18.58189,17.70972,17.30962,16.98186,0.0828743,GALAXY,13.62167,0.1167851
19.599,18.08293,17.21406,16.76629,16.4193,0.1224919,GALAXY,17.56844,0.1187614
19.98955,17.88566,16.60033,16.1103,15.7302,0.1762585,GALAXY,25.86601,0.1177151
20.26877,18.14857,16.84718,16.3382,15.90627,0.175236,GALAXY,21.77437,0.1173418
22.47887,20.56574,18.74074,18.08409,17.72159,0.3494751,GALAXY,9.207414,0.1100133
20.21881,19.01374,17.91625,17.50349,17.07387,0.2423946,GALAXY,8.078342,0.1150518
18.23215,16.23517,15.31969,14.89955,14.53859,0.04184919,GALAXY,41.66422,0.1288559
20.0022,17.91229,16.93995,16.53069,16.17981,0.08385178,GALAXY,19.11627,0.1323515
20.50492,18.33483,17.18095,16.70008,16.34396,0.1485495,GALAXY,21.6806,0.1376612
19.44734,17.42741,16.41511,15.96933,15.5906,0.08307525,GALAXY,31.77973,0.1407819
19.95962,18.2329,17.20664,16.77749,16.4261,0.1484234,GALAXY,17.49947,0.1351603
19.97114,18.0547,17.05618,16.57123,16.14149,0.08324543,GALAXY,17.35493,0.1243716
21.50009,19.23871,18.23335,18.13057,17.6574,2.955766e-05,STAR,19.49521,0.1282032
21.11145,18.79047,17.6539,17.19163,16.83258,0.1478102,GALAXY,17.8154,0.1301979
21.47425,21.3778,21.16025,20.66981,20.58166,1.849471,QSO,3.17056,0.06751978
22.94992,22.27924,22.15626,21.46951,21.08616,0.6559721,QSO,1.410521,0.07703038
21.85407,21.62908,21.59423,21.41851,20.94822,1.997259,QSO,0.3702089,0.04525013
21.39395,21.36674,21.12505,21.03662,21.98983,4.167138,QSO,0.4122393,0.0476297
20.71361,18.66505,17.50463,17.01684,16.65102,0.157924,GALAXY,15.85226,0.05310364
20.39929,18.35464,17.14997,16.6599,16.33517,0.1903894,GALAXY,17.22635,0.06307574
19.82299,19.03771,18.7743,18.51295,18.63747,0.1224457,GALAXY,8.874041,0.08172852
24.03249,21.04066,20.37362,20.10266,19.84253,0.0002349703,STAR,5.320816,0.08553265
21.76605,21.88152,20.11552,19.01135,18.7543,0.7797017,GALAXY,0.7033094,0.08678521
23.0666,21.75244,20.11692,19.28025,18.83889,0.4568458,GALAXY,3.750007,0.09738623
26.53673,21.60225,19.61649,18.9498,18.70522,0.3560311,GALAXY,3.598168,0.08335493
22.59517,21.28583,20.26393,18.99376,18.43473,0.5511196,GALAXY,4.42243,0.02773941
22.46291,21.98788,22.02475,22.02629,21.5144,2.38993,QSO,0.6006389,0.02816908
25.21182,21.53,19.97661,19.05247,18.49088,0.4466347,GALAXY,3.695366,0.03794707
23.7768,22.70016,20.77381,19.61793,19.16651,0.6606534,GALAXY,2.685517,0.02596671
25.5383,23.13424,20.89801,19.3216,18.91412,0.7647585,GALAXY,1.260606,0.025756
21.47939,21.07896,20.97633,21.05913,20.68417,2.167404,QSO,2.544581,0.02765693
21.52029,20.56167,20.46194,20.42712,19.96627,2.624234,QSO,8.581829,0.02636047
21.75066,21.10932,19.92282,19.19173,18.80936,0.3170166,GALAXY,6.788099,0.03069337
21.96385,22.30312,20.77276,19.62356,19.01447,0.5866141,GALAXY,2.137144,0.02929431
23.26978,21.5607,20.14956,19.39981,19.10905,0.4505919,GALAXY,4.276065,0.02694141
24.14937,21.01659,19.22171,18.51562,18.09082,0.4295481,GALAXY,6.857759,0.02909822
26.22904,22.64398,20.71149,19.43969,18.92049,0.6796871,GALAXY,1.356205,0.02722424
23.72122,22.21899,21.71919,21.49609,21.03672,0.00357767,STAR,2.468793,0.03648042
22.64361,20.83954,20.71255,20.65837,20.45976,3.137615,QSO,6.119567,0.03483344
21.00669,19.41173,19.2224,18.94254,18.88385,2.988929,QSO,17.54791,0.0297959
24.80916,23.87628,21.07728,19.86848,19.3821,0.6824299,GALAXY,1.471546,0.03495771
22.97231,22.45509,20.51627,19.66044,19.18886,0.5281621,GALAXY,3.410987,0.02976472
23.3951,22.48636,20.81637,19.58814,19.22835,0.5974277,GALAXY,2.742662,0.03110204
26.24044,22.60453,20.84088,19.71881,19.21988,0.5187129,GALAXY,2.411483,0.03412089
23.15343,21.76224,20.7583,19.8134,19.67806,0.6545162,GALAXY,2.319743,0.03181965
20.705,20.18616,20.06687,20.06707,19.89494,2.141868,QSO,4.442047,0.03698162
23.51243,21.3272,19.99961,19.18553,18.80572,0.5276976,GALAXY,3.061448,0.04038365
24.82358,23.06775,20.69035,19.42256,19.70049,0.6007115,GALAXY,2.056538,0.03313251
22.72562,22.02506,21.07232,20.0243,19.69121,0.6208695,GALAXY,1.778423,0.03437447
22.58039,21.75334,21.53608,21.57823,21.55811,0.0002530557,STAR,1.931214,0.1066935
23.61551,21.45416,19.84646,18.94096,18.49581,0.5022754,GALAXY,4.307258,0.1028933
23.6404,21.8416,20.21998,19.33188,18.81945,0.4658265,GALAXY,3.310382,0.1040863
25.50304,22.20311,20.54753,19.46425,18.95329,0.5017313,GALAXY,3.413866,0.1003413
21.65936,20.74356,20.67492,20.60568,20.33254,2.756526,QSO,3.183184,0.1010061
25.79423,22.62626,20.25873,19.16012,18.52759,0.597224,GALAXY,2.485252,0.03897921
24.15354,21.39809,19.48079,18.80397,18.28948,0.4149727,GALAXY,4.775547,0.0333319
23.18121,20.93586,20.79249,20.92426,20.53784,3.009654,QSO,3.115887,0.03319687
25.52551,22.31249,20.76369,19.74367,19.19708,0.5295265,GALAXY,2.920802,0.03271675
24.05756,20.48137,18.81244,18.16733,17.82954,0.3480187,GALAXY,10.21973,0.03264189
21.2294,19.55504,19.31089,19.20301,19.1481,2.879979,QSO,8.453622,0.03173663
21.45538,20.09693,18.55788,17.94184,17.46714,0.311425,GALAXY,11.35037,0.03127559
21.50954,21.09661,20.8476,20.71751,20.54719,1.362429,QSO,4.355909,0.07209731
24.36189,22.3579,22.61755,21.34727,18.85484,3.794185e-05,STAR,4.291477,0.08890327
22.22226,21.41383,21.78346,21.89146,21.29008,0.03409301,GALAXY,11.09781,0.09105734
21.35837,20.97758,20.74154,20.6052,20.28249,2.101557,QSO,2.005351,0.08784045
21.72019,21.52002,21.09959,20.96175,20.72603,1.234316,QSO,3.61201,0.09550661
24.52755,24.50845,21.83033,20.47795,19.74422,0.7468445,GALAXY,0.7804654,0.09115548
23.53908,22.95311,21.68247,20.55395,19.41309,0.9166154,GALAXY,0.6980353,0.06587115
25.81183,23.62807,21.97921,20.67603,19.87777,0.7785681,GALAXY,1.5,0.06791358
20.16962,19.93623,19.94413,19.8471,19.86327,1.565783,QSO,5.719193,0.06456342
23.91623,24.28328,21.69394,20.56301,19.84434,0.7082707,GALAXY,0.8023711,0.06531308
27.11685,23.64182,22.16925,20.92152,19.88169,0.8081996,GALAXY,0.3502673,0.06332891
21.87635,21.61871,21.38381,21.1205,21.28186,0.8235276,QSO,1.066632,0.06171243
21.4712,21.38948,21.75038,21.22534,21.78752,1.700719,QSO,2.152842,0.06307933
22.55791,22.05159,21.87984,21.64356,21.2529,2.26885,QSO,2.359265,0.06162094
23.31806,23.49034,21.6816,20.44852,19.7378,0.6714306,GALAXY,1.075083,0.07111152
25.1787,23.31616,21.65863,20.51651,19.80692,0.7051271,GALAXY,1.082682,0.07184704
22.19225,21.82275,21.28946,20.55993,20.1103,0.6982726,QSO,2.877549,0.07188628
21.51884,21.31227,21.05684,20.99977,21.02036,0.9268976,QSO,1.443544,0.07559612
22.15168,20.11484,19.27554,18.97194,18.78689,3.694397e-05,STAR,11.0057,0.07437386
24.59811,23.20069,21.79696,20.56728,19.90532,0.7527058,GALAXY,0.9080835,0.07411967
22.33142,21.66479,21.60696,21.53637,20.92695,2.454518,QSO,0.7334415,0.08144256
22.25564,22.03868,21.89919,21.81393,22.88467,0.937649,GALAXY,1.768734,0.07523429
23.07987,21.9353,20.81858,20.3681,19.76816,0.3732967,QSO,4.039017,0.0775864
21.73351,21.20266,20.53086,20.5531,20.05153,0.2817178,GALAXY,4.876713,0.06498186
20.65569,20.53047,20.38942,20.34656,20.54639,1.175591,QSO,3.958071,0.07313544
24.69449,22.95703,21.74428,20.37868,19.6725,0.7158414,GALAXY,1.768327,0.06518513
23.42453,22.65722,21.84624,20.60521,19.94521,0.7611243,GALAXY,1.859755,0.06923626
24.87826,23.90004,21.83027,20.5102,19.65046,0.7892148,GALAXY,1.317379,0.07101632
21.35798,20.89184,20.53841,20.57676,20.51704,2.485826,QSO,5.20936,0.07821214
25.11476,23.30468,21.73989,20.61995,19.8288,0.6965399,GALAXY,1.43046,0.0788416
23.74094,22.91635,21.49456,20.29047,19.60571,0.5511234,GALAXY,1.601215,0.07998086
24.49267,24.96849,21.76335,20.38169,19.7068,0.6719294,GALAXY,0.8573443,0.08158384
23.87135,22.45918,22.15845,22.34632,21.5594,0.08908265,GALAXY,2.283451,0.08907454
25.79061,23.27036,21.61362,20.60613,19.90291,0.8702551,GALAXY,2.181721,0.07227897
22.4175,21.48376,22.56726,22.73187,21.1067,0.2517173,GALAXY,4.875315,0.08251205
21.24374,21.0039,20.50263,20.38127,20.20932,0.4780631,GALAXY,4.998308,0.07895404
22.52382,21.93938,21.22346,20.18093,19.41924,0.8209719,GALAXY,1.493954,0.07852366
21.07739,20.8518,20.82211,20.67827,20.35781,2.180207,QSO,3.952641,0.08248979
21.44683,22.02256,21.2428,21.25548,21.14397,1.33279,QSO,3.145245,0.08452898
21.90215,21.92983,21.79589,21.39187,21.74471,1.882506,QSO,2.474817,0.08473074
21.16885,18.88518,17.76327,17.2727,16.84171,0.09202483,GALAXY,31.87256,0.1220809
20.20339,18.33258,17.36991,16.95346,16.59197,0.09255239,GALAXY,20.09338,0.09467203
20.6585,18.83451,17.73832,17.29995,16.92471,0.1460121,GALAXY,15.90469,0.08155391
18.06462,16.90013,16.40897,16.08534,15.8518,0.04863385,GALAXY,25.38609,0.09295089
20.06697,18.39047,17.26628,16.76237,16.36821,0.1621596,GALAXY,14.18122,0.09477731
19.59738,18.37652,17.70929,17.3707,17.12161,0.107117,GALAXY,8.324044,0.08299214
19.17664,18.8283,18.88975,18.99784,19.1014,0.0001417175,STAR,11.39488,0.07382095
19.13162,17.44084,16.50696,16.00267,15.63711,0.09042946,GALAXY,20.94651,0.08037122
19.87882,18.52576,17.73433,17.30219,17.03065,0.1375007,GALAXY,13.02701,0.08059807
19.44679,18.72367,18.28035,17.87162,17.73287,0.1467323,GALAXY,15.94858,0.09430724
19.76841,17.84013,16.91057,16.48621,16.16002,0.08325355,GALAXY,27.45601,0.08364531
19.95461,17.92927,16.84707,16.32904,15.91534,0.13728,GALAXY,18.01906,0.07782259
22.90627,21.3522,19.53974,18.70143,18.19042,0.4689867,GALAXY,3.527893,0.09124096
20.20034,18.30559,17.2374,16.7682,16.42227,0.137758,GALAXY,15.06328,0.09978347
18.33179,16.48593,15.64949,15.24556,14.91479,0.03220713,GALAXY,39.04836,0.0943871
18.85496,16.8428,15.86345,15.41568,15.05105,0.08421674,GALAXY,36.36256,0.09107694
19.05885,17.69846,17.00149,16.59719,16.30994,0.09358854,GALAXY,14.9841,0.0924193
20.00356,18.01243,17.08386,16.64997,16.34101,0.07679157,GALAXY,24.90833,0.0939597
19.68263,18.07706,17.21296,16.71471,16.35929,0.08521271,GALAXY,13.92336,0.08764169
19.98429,17.96647,16.94775,16.46749,16.06803,0.08525094,GALAXY,22.5797,0.08809221
19.20826,17.84887,17.22026,16.84629,16.62019,0.08793307,GALAXY,11.06414,0.08793113
19.4167,17.41965,16.4329,15.99358,15.60899,0.08821983,GALAXY,25.05651,0.08786842
21.38208,19.75996,18.21311,17.61944,17.2381,0.2160396,GALAXY,12.21391,0.08672492
17.5752,15.60245,14.63883,14.21344,13.85449,0.08395238,GALAXY,46.60002,0.08613488
19.46765,18.27505,17.58648,17.20614,16.94212,0.1248562,GALAXY,14.64139,0.08381283
18.53193,16.55182,15.60538,15.06845,14.60923,0.02094694,GALAXY,31.52144,0.0850907
23.4995,20.88134,19.05275,18.34753,17.86084,0.4215514,GALAXY,5.025156,0.08721211
24.20565,20.6563,18.84976,18.10428,17.70912,0.4139843,GALAXY,4.625972,0.08605906
18.89431,18.5438,18.67751,18.43891,18.35556,0.5121477,QSO,11.82019,0.0772663
20.49392,18.68909,17.83143,17.43068,17.08139,0.08626337,GALAXY,21.07792,0.08522096
20.50876,18.58529,17.70771,17.29295,16.92919,0.08382063,GALAXY,21.41572,0.08344741
26.19676,19.76321,18.218,17.68095,17.51762,0.3784135,GALAXY,6.7977,0.08293435
18.56549,17.29849,16.68588,16.31239,16.0597,0.06383968,GALAXY,26.00188,0.0827345
20.18309,18.4327,17.50296,17.09245,16.73993,0.08443586,GALAXY,14.43767,0.08130573
17.53849,15.78786,14.9577,14.50264,14.2035,0.06343265,GALAXY,24.64534,0.1770078
24.82044,20.6797,18.77942,18.10748,17.72542,0.3699022,GALAXY,5.851132,0.1459206
22.96247,20.30617,18.57843,17.87154,17.37774,0.3152958,GALAXY,7.657365,0.1677991
20.36167,19.56809,19.28041,19.0982,18.9187,0.006327039,GALAXY,1.271884,0.1338853
24.23205,21.81978,20.14295,19.25173,18.83711,0.460351,GALAXY,3.863321,0.1494499
18.9379,18.07063,17.7687,17.47927,17.428,0.07421976,GALAXY,8.215594,0.1253157
19.01005,17.4565,16.64985,16.12796,15.78517,0.0858379,GALAXY,15.29786,0.1216837
18.96667,16.99418,16.01497,15.57269,15.20947,0.08539967,GALAXY,36.47778,0.1180411
20.64814,18.59089,17.53076,16.96227,16.49495,0.09335276,GALAXY,9.706192,0.1249769
18.83207,18.59205,18.73667,18.18243,18.74379,0.09770181,GALAXY,12.02244,0.1259999
19.63676,18.09502,17.44678,17.07461,16.7957,0.09785258,GALAXY,14.65863,0.1382294
19.83328,18.49483,17.4963,17.03184,16.75129,0.2205509,GALAXY,15.18186,0.1283605
20.18058,18.37704,17.60099,17.1288,16.83554,0.08964708,GALAXY,12.51792,0.1233532
20.85199,19.08707,17.75672,17.23729,16.90257,0.2067904,GALAXY,12.19606,0.1329679
19.23989,18.14667,17.70473,17.36212,17.27708,0.08665648,GALAXY,12.98182,0.1212291
19.76191,17.82091,16.73601,16.27298,15.9029,0.1420789,GALAXY,26.47923,0.1243851
19.49921,17.47877,16.48082,16.02574,15.6892,0.09342141,GALAXY,28.05868,0.1287108
23.15654,21.29971,19.56719,18.57617,18.08358,0.4998729,GALAXY,3.513334,0.1189037
23.83908,21.44325,19.59444,18.64639,18.21748,0.5034354,GALAXY,3.236797,0.1207801
23.23502,20.40033,18.6263,17.94526,17.54908,0.3265534,GALAXY,6.55248,0.147111
